"FullName","DirectoryName","Name","Length","LastWriteTime"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps\react-router-dom.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps","react-router-dom.js","451057","4/16/2026 6:11:54 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps\react-router-dom.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps","react-router-dom.js.map","791944","4/16/2026 6:11:54 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps\react.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps","react.js","117","4/16/2026 6:11:54 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps\react.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps","react.js.map","93","4/16/2026 6:11:54 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps\recharts.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps","recharts.js","1272427","4/16/2026 6:11:54 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps\recharts.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps","recharts.js.map","2891188","4/16/2026 6:11:54 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps\tailwind-merge.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps","tailwind-merge.js","94364","4/16/2026 6:11:54 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps\tailwind-merge.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\deps","tailwind-merge.js.map","170285","4/16/2026 6:11:54 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\vitest\da39a3ee5e6b4b0d3255bfef95601890afd80709\results.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\.vite\vitest\da39a3ee5e6b4b0d3255bfef95601890afd80709","results.json","110","3/8/2026 11:00:25 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame\lib\index.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame\lib","index.js","7193","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame\lib\index.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame\lib","index.js.map","25092","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame\LICENSE","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame","LICENSE","1106","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame\package.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame","package.json","907","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame\README.md","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\code-frame","README.md","334","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\corejs2-built-ins.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data","corejs2-built-ins.js","132","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\corejs3-shipped-proposals.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data","corejs3-shipped-proposals.js","160","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data\corejs2-built-ins.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data","corejs2-built-ins.json","41002","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data\corejs3-shipped-proposals.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data","corejs3-shipped-proposals.json","88","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data\native-modules.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data","native-modules.json","316","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data\overlapping-plugins.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data","overlapping-plugins.json","1198","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data\plugin-bugfixes.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data","plugin-bugfixes.json","4151","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data\plugins.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\data","plugins.json","16954","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\LICENSE","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data","LICENSE","1106","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\native-modules.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data","native-modules.js","136","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\overlapping-plugins.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data","overlapping-plugins.js","141","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\package.json","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data","package.json","1192","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\plugin-bugfixes.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data","plugin-bugfixes.js","137","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\plugins.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data","plugins.js","129","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data\README.md","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\compat-data","README.md","307","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\cache-contexts.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","cache-contexts.js","67","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\cache-contexts.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","cache-contexts.js.map","897","2/18/2026 6:56:30 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\caching.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","caching.js","7290","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\caching.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","caching.js.map","20635","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\config-chain.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","config-chain.js","18644","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\config-chain.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","config-chain.js.map","47322","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\config-descriptors.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","config-descriptors.js","6856","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\config-descriptors.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","config-descriptors.js.map","20122","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\configuration.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","configuration.js","10887","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\configuration.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","configuration.js.map","22612","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\import.cjs","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","import.cjs","121","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\import.cjs.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","import.cjs.map","519","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\index-browser.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","index-browser.js","1568","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\index-browser.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","index-browser.js.map","4607","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\index.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","index.js","1809","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\index.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","index.js.map","1209","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\module-types.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","module-types.js","7144","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\module-types.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","module-types.js.map","17470","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\package.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","package.js","1624","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\package.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","package.js.map","3757","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\plugins.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","plugins.js","7613","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\plugins.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","plugins.js.map","17357","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\types.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","types.js","58","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\types.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","types.js.map","1132","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\utils.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","utils.js","895","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files\utils.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\files","utils.js.map","2088","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\full.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","full.js","11245","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\full.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","full.js.map","27988","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers\config-api.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers","config-api.js","2807","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers\config-api.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers","config-api.js.map","8765","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers\deep-array.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers","deep-array.js","497","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers\deep-array.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers","deep-array.js.map","1515","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers\environment.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers","environment.js","276","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers\environment.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\helpers","environment.js.map","488","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\index.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","index.js","3339","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\index.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","index.js.map","8154","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\item.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","item.js","1836","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\item.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","item.js.map","6088","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\partial.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","partial.js","5400","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\partial.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","partial.js.map","12845","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\pattern-to-regex.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","pattern-to-regex.js","1186","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\pattern-to-regex.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","pattern-to-regex.js.map","3222","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\plugin.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","plugin.js","986","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\plugin.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","plugin.js.map","2263","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\printer.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","printer.js","2894","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\printer.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","printer.js.map","8061","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\resolve-targets-browser.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","resolve-targets-browser.js","1106","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\resolve-targets-browser.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","resolve-targets-browser.js.map","2420","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\resolve-targets.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","resolve-targets.js","1577","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\resolve-targets.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","resolve-targets.js.map","3458","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\util.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","util.js","927","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\util.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config","util.js.map","2365","2/18/2026 6:56:31 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation\option-assertions.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation","option-assertions.js","10009","2/18/2026 6:56:32 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation\option-assertions.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation","option-assertions.js.map","24874","2/18/2026 6:56:32 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation\options.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation","options.js","8017","2/18/2026 6:56:32 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation\options.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation","options.js.map","26051","2/18/2026 6:56:32 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation\plugins.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation","plugins.js","2088","2/18/2026 6:56:32 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation\plugins.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation","plugins.js.map","6415","2/18/2026 6:56:32 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation\removed.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation","removed.js","2410","2/18/2026 6:56:32 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation\removed.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\config\validation","removed.js.map","3886","2/18/2026 6:56:32 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\errors\config-error.js","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\errors","config-error.js","476","2/18/2026 6:56:32 PM"
"C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\errors\config-error.js.map","C:\Users\NeroS\OneDrive - ESTGV\Documentos\Umain Works\Tarefa 1\node_modules\@babel\core\lib\errors","config-error.js.map","861","2/18/2026 6:56:32 PM"
